image_name,prompt_text
82_5_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with well-defined borders and homogeneous muscle texture.
29_32_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, reduced muscle thickness due to atrophy."
30_25_Bmode.tif,Transverse view of the LM muscle showing cross-sectional area and surrounding aponeurosis.
7_2_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with muscle-tendon junctions and adjacent connective tissue.
14_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with muscle-tendon junctions and adjacent connective tissue.
34_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with uniform echogenicity and fascial boundaries.
59_33_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, visible fascicles and hypoechoic muscle tissue."
86_1_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, muscle striations and echogenic septa."
99_22_Bmode.tif,Transverse view of the LM muscle showing uniform echogenicity and fascial boundaries.
85_3_Bmode.tif,Transverse view of the LM muscle showing mild fatty infiltration and disrupted fiber pattern.
84_3_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, tendon attachments and minimal fatty infiltration."
15_19_Bmode.tif,Transverse view of the LM muscle showing high-frequency details of muscle fascicles.
27_1_Bmode.tif,Transverse view of the LM muscle showing high-frequency details of muscle fascicles.
77_1_Bmode.tif,Transverse view of the LM muscle showing uniform echogenicity and fascial boundaries.
35_4_Bmode.tif,Transverse view of the LM muscle showing manual segmentation overlay for deep learning.
44_5_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with visible fascicles and hypoechoic muscle tissue.
4_1_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, fascicle orientation and adjacent vertebral structures."
29_36_Bmode.tif,Transverse view of the LM muscle showing muscle-tendon junctions and adjacent connective tissue.
52_32_Bmode.tif,Transverse view of the LM muscle showing high-frequency details of muscle fascicles.
52_30_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with fascicle orientation and adjacent vertebral structures.
2_4_Bmode.tif,Transverse view of the LM muscle showing mild fatty infiltration and disrupted fiber pattern.
109_33_Bmode.tif,Transverse view of the LM muscle showing muscle-tendon junctions and adjacent connective tissue.
9_31_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, mild fatty infiltration and disrupted fiber pattern."
82_38_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with well-defined borders and homogeneous muscle texture.
54_27_Bmode.tif,Transverse view of the LM muscle showing high-frequency details of muscle fascicles.
61_32_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, manual segmentation overlay for deep learning."
4_29_Bmode.tif,Transverse view of the LM muscle showing cross-sectional area and surrounding aponeurosis.
60_29_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with high-frequency details of muscle fascicles.
21_6_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, muscle-tendon junctions and adjacent connective tissue."
12_4_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, optimized depth settings for clear LM visualization."
55_1_Bmode.tif,Transverse view of the LM muscle showing tendon attachments and minimal fatty infiltration.
103_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with cross-sectional area and surrounding aponeurosis.
42_28_Bmode.tif,Transverse view of the LM muscle showing cross-sectional area and surrounding aponeurosis.
49_24_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, fascicle orientation and adjacent vertebral structures."
2_37_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with cross-sectional area and surrounding aponeurosis.
6_32_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, tendon attachments and minimal fatty infiltration."
72_5_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, cross-sectional area and surrounding aponeurosis."
20_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with optimized depth settings for clear LM visualization.
97_26_Bmode.tif,Transverse view of the LM muscle showing muscle striations and echogenic septa.
108_1_Bmode.tif,Transverse view of the LM muscle showing parallel muscle fibers and hyperechoic perimysium.
89_21_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, high-frequency details of muscle fascicles."
75_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with well-defined borders and homogeneous muscle texture.
35_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with tendon attachments and minimal fatty infiltration.
93_4_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, muscle striations and echogenic septa."
50_1_Bmode.tif,Transverse view of the LM muscle showing optimized depth settings for clear LM visualization.
25_39_Bmode.tif,Transverse view of the LM muscle showing mild fatty infiltration and disrupted fiber pattern.
81_1_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, high-frequency details of muscle fascicles."
89_4_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, visible fascicles and hypoechoic muscle tissue."
44_29_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, high-frequency details of muscle fascicles."
72_1_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, cross-sectional area and surrounding aponeurosis."
29_1_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, fascicle orientation and adjacent vertebral structures."
90_1_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, high-frequency details of muscle fascicles."
45_28_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, cross-sectional area and surrounding aponeurosis."
35_34_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, tendon attachments and minimal fatty infiltration."
50_17_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with well-defined borders and homogeneous muscle texture.
11_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with tendon attachments and minimal fatty infiltration.
49_4_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, visible fascicles and hypoechoic muscle tissue."
106_29_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with muscle-tendon junctions and adjacent connective tissue.
85_22_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with muscle-tendon junctions and adjacent connective tissue.
46_1_Bmode.tif,"Cross-sectional ultrasound of the LM muscle, parallel muscle fibers and hyperechoic perimysium."
92_1_Bmode.tif,Transverse ultrasound scan of the lumbar multifidus with uniform echogenicity and fascial boundaries.
